symbol,identifier,purpose,lastPrice,change,pChange,previousClose,finalQuantity,totalTurnover,marketCap,yearHigh,yearLow,iep,chartTodayPath
JBCHEPHARM,JBCHEPHARMEQN,INTERIM DIVIDEND - RS 8.50 PER SHARE,1649.0,8.049999999999955,0.49056948718729726,1640.95,20,32980.0,-,1985.0,1081.1,1649.0,https://static.nseindia.com/sparklines/today/preOpen_JBCHEPHARMEQN.jpg
KIMS,KIMSEQN,,1314.0,6.349999999999909,0.48560394601001095,1307.65,34,44676.0,-,1565.0,937.55,1314.0,-
RAJESHEXPO,RAJESHEXPOEQN, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,828.5,4.0,0.4851425106124924,824.5,489,405136.5,-,994.7,470.9,828.5,https://static.nseindia.com/sparklines/today/preOpen_RAJESHEXPOEQN.jpg
PAISALO,PAISALOEQN, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,703.95,3.3500000000000227,0.4781615757921813,700.6,90,63355.5,-,1143.0,560.0,703.95,https://static.nseindia.com/sparklines/today/preOpen_PAISALOEQN.jpg
CERA,CERAEQN, DIVIDEND - RS 13 PER SHARE,4330.0,20.550000000000182,0.4768589959275588,4309.45,16,69280.0,-,6450.0,3426.65,4330.0,https://static.nseindia.com/sparklines/today/preOpen_CERAEQN.jpg
RSYSTEMS,RSYSTEMSEQN, INTERIM DIVIDEND - RS 3.20 PER SHARE,276.4,1.2999999999999545,0.4725554343874789,275.1,1,276.4,-,354.95,109.0,276.4,https://static.nseindia.com/sparklines/today/preOpen_RSYSTEMSEQN.jpg
ALICON,ALICONEQN, ANNUAL GENERAL MEETING,820.0,3.8500000000000227,0.4717270109661242,816.15,87,71340.0,-,998.75,384.3,820.0,https://static.nseindia.com/sparklines/today/preOpen_ALICONEQN.jpg
JKLAKSHMI,JKLAKSHMIEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 3.75 PER SHARE,462.7,2.1499999999999773,0.46683313429594553,460.55,538,248932.6,-,816.0,360.5,462.7,https://static.nseindia.com/sparklines/today/preOpen_JKLAKSHMIEQN.jpg
NLCINDIA,NLCINDIAEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50 PER SHARE,65.0,0.29999999999999716,0.4636785162287436,64.7,10530,684450.0,-,80.1,46.2,65.0,https://static.nseindia.com/sparklines/today/preOpen_NLCINDIAEQN.jpg
PGEL,PGELEQN, ANNUAL GENERAL MEETING,652.0,3.0,0.46224961479198773,649.0,265,172780.0,-,871.45,242.3,652.0,https://static.nseindia.com/sparklines/today/preOpen_PGELEQN.jpg
ENGINERSIN,ENGINERSINEQN,INTERIM DIVIDEND - RS 2 PER SHARE,66.05,0.29999999999999716,0.4562737642585508,65.75,10694,706338.7,-,93.3,65.4,66.05,https://static.nseindia.com/sparklines/today/preOpen_ENGINERSINEQN.jpg
AIAENG,AIAENGEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 9 PER SHARE,1804.9,8.150000000000091,0.45359677194935805,1796.75,2,3609.8,-,2222.0,1766.0,1804.9,https://static.nseindia.com/sparklines/today/preOpen_AIAENGEQN.jpg
NEULANDLAB,NEULANDLABEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS  3 PER SHARE,1154.0,5.150000000000091,0.4482743613178475,1148.85,120,138480.0,-,2844.4,1080.25,1154.0,https://static.nseindia.com/sparklines/today/preOpen_NEULANDLABEQN.jpg
MADRASFERT,MADRASFERTEQN, ANNUAL GENERAL MEETING,33.7,0.15000000000000568,0.44709388971685754,33.55,1,33.7,-,39.35,23.0,33.7,https://static.nseindia.com/sparklines/today/preOpen_MADRASFERTEQN.jpg
ESTER,ESTEREQN, INTERIM DIVIDEND - RS 1.40 PER SHARE,138.7,0.5999999999999943,0.43446777697320377,138.1,683,94732.1,-,164.75,99.0,138.7,https://static.nseindia.com/sparklines/today/preOpen_ESTEREQN.jpg
VSSL,VSSLEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50 PER SHARE,243.0,1.0500000000000114,0.43397396156231105,241.95,229,55647.0,-,309.0,131.0,243.0,https://static.nseindia.com/sparklines/today/preOpen_VSSLEQN.jpg
TVSSRICHAK,TVSSRICHAKEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 30 PER SHARE,1984.8,8.5,0.43009664524616714,1976.3,20,39696.0,-,2590.0,1644.05,1984.8,https://static.nseindia.com/sparklines/today/preOpen_TVSSRICHAKEQN.jpg
ITDC,ITDCEQN, ANNUAL GENERAL MEETING,370.0,1.5500000000000114,0.4206812321889026,368.45,100,37000.0,-,464.5,260.8,370.0,https://static.nseindia.com/sparklines/today/preOpen_ITDCEQN.jpg
JAYBARMARU,JAYBARMARUEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.25 PER SHARE,168.2,0.6999999999999886,0.41791044776118724,167.5,24,4036.8,-,268.95,98.58,168.2,https://static.nseindia.com/sparklines/today/preOpen_JAYBARMARUEQN.jpg
SPAL,SPALEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2.25 PER SHARE,425.0,1.75,0.4134672179562906,423.25,181,76925.0,-,530.9,141.55,425.0,https://static.nseindia.com/sparklines/today/preOpen_SPALEQN.jpg
BINDALAGRO,BINDALAGROEQN, ANNUAL GENERAL MEETING,24.45,0.09999999999999787,0.41067761806980646,24.35,4499,110000.55,-,36.4,15.8,24.45,https://static.nseindia.com/sparklines/today/preOpen_BINDALAGROEQN.jpg
JSLHISAR,JSLHISAREQN, ANNUAL GENERAL MEETING,379.7,1.5500000000000114,0.4098902551897426,378.15,174,66067.8,-,431.95,109.05,379.7,https://static.nseindia.com/sparklines/today/preOpen_JSLHISAREQN.jpg
PITTIENG,PITTIENGEQN,INTERIM DIVIDEND - RS 0.40 PER SHARE,248.4,1.0,0.40420371867421184,247.8,87,21610.8,-,299.0,53.05,248.4,https://static.nseindia.com/sparklines/today/preOpen_PITTIENGEQN.jpg
SPECIALITY,SPECIALITYEQN, ANNUAL GENERAL MEETING,137.0,0.5500000000000114,0.40307805056798196,136.45,351,48087.0,-,151.5,35.25,137.0,https://static.nseindia.com/sparklines/today/preOpen_SPECIALITYEQN.jpg
GULFPETRO,GULFPETROEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.75 PER SHARE,50.8,0.19999999999999574,0.395256916996039,50.6,19,965.2,-,77.55,34.8,50.8,https://static.nseindia.com/sparklines/today/preOpen_GULFPETROEQN.jpg
ARENTERP,ARENTERPBEN,,38.95,0.15000000000000568,0.38659793814434457,38.8,14,545.3,-,76.95,10.55,38.95,-
ICEMAKE,ICEMAKEEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.20 PER SHARE,79.8,0.29999999999999716,0.37735849056603415,79.5,250,19950.0,-,95.45,57.3,79.8,https://static.nseindia.com/sparklines/today/preOpen_ICEMAKEEQN.jpg
IRBINVIT,IRBINVITIVN,,56.05,0.20999999999999375,0.37607449856732406,55.84,100,5605.0,-,60.01,49.4,56.05,https://static.nseindia.com/sparklines/today/preOpen_IRBINVITIVN.jpg
PRECISION,PRECISIONSMN,,53.55,0.19999999999999574,0.3748828491096452,53.35,2000,107100.0,-,55.0,44.1,53.55,-
GRAVITA,GRAVITAEQN,INTERIM DIVIDEND - RS 3 PER SHARE,376.4,1.3999999999999773,0.37333333333332724,375.0,1174,441893.6,-,398.0,74.7,376.4,https://static.nseindia.com/sparklines/today/preOpen_GRAVITAEQN.jpg
JISLJALEQS,JISLJALEQSEQN, ANNUAL GENERAL MEETING,40.5,0.14999999999999858,0.37174721189590726,40.35,4106,166293.0,-,53.5,16.0,40.5,https://static.nseindia.com/sparklines/today/preOpen_JISLJALEQSEQN.jpg
UTIAMC,UTIAMCEQN, DIVIDEND - RS 17 PER SHARE,830.0,3.0499999999999545,0.3688252010399606,826.95,45,37350.0,-,1216.2,538.0,830.0,https://static.nseindia.com/sparklines/today/preOpen_UTIAMCEQN.jpg
BALAJITELE,BALAJITELEEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.20 PER SHARE,81.9,0.30000000000001137,0.36764705882354337,81.6,2893,236936.7,-,89.0,50.25,81.9,https://static.nseindia.com/sparklines/today/preOpen_BALAJITELEEQN.jpg
DHANUKA,DHANUKAEQN,INTERIM DIVIDEND - RS 8 PER SHARE,726.0,2.6499999999999773,0.36635100573719187,723.35,36,26136.0,-,1053.9,658.0,726.0,https://static.nseindia.com/sparklines/today/preOpen_DHANUKAEQN.jpg
SANCO,SANCOBEN,,13.8,0.05000000000000071,0.3636363636363688,13.75,378,5216.4,-,23.65,6.9,13.8,-
VADILALIND,VADILALINDEQN, ANNUAL GENERAL MEETING,1117.9,4.0,0.35909866235748267,1113.9,38,42480.2,-,1267.0,802.0,1117.9,https://static.nseindia.com/sparklines/today/preOpen_VADILALINDEQN.jpg
INDIAGLYCO,INDIAGLYCOEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 6 PER SHARE,814.9,2.8999999999999773,0.3571428571428544,812.0,167,136088.3,-,1060.0,396.05,814.9,https://static.nseindia.com/sparklines/today/preOpen_INDIAGLYCOEQN.jpg
NOCIL,NOCILEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,213.0,0.75,0.35335689045936397,212.25,417,88821.0,-,321.3,157.0,213.0,https://static.nseindia.com/sparklines/today/preOpen_NOCILEQN.jpg
UTTAMSUGAR,UTTAMSUGAREQN, ANNUAL GENERAL MEETING,214.4,0.75,0.35104142288790074,213.65,697,149436.8,-,308.35,87.4,214.4,https://static.nseindia.com/sparklines/today/preOpen_UTTAMSUGAREQN.jpg
ADVENZYMES,ADVENZYMESEQN, DIVIDEND - RS 0.90 PER SHARE,301.5,1.0500000000000114,0.349475786320523,300.45,422,127233.0,-,503.7,295.95,301.5,https://static.nseindia.com/sparklines/today/preOpen_ADVENZYMESEQN.jpg
GENESYS,GENESYSEQN, ANNUAL GENERAL MEETING,402.8,1.400000000000034,0.3487792725460972,401.4,5597,2254471.6,-,469.4,71.5,402.8,https://static.nseindia.com/sparklines/today/preOpen_GENESYSEQN.jpg
SSWL,SSWLEQN, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 5/- PER SHARE,784.0,2.7000000000000455,0.34557788301549286,781.3,2,1568.0,-,979.2,312.5,784.0,https://static.nseindia.com/sparklines/today/preOpen_SSWLEQN.jpg
ITDCEM,ITDCEMEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.12 PER SHARE,73.95,0.25,0.3392130257801899,73.7,1523,112625.85,-,97.45,68.9,73.95,https://static.nseindia.com/sparklines/today/preOpen_ITDCEMEQN.jpg
MOREPENLAB,MOREPENLABEQN, ANNUAL GENERAL MEETING,44.7,0.15000000000000568,0.3367003367003495,44.55,4503,201284.1,-,75.0,28.5,44.7,https://static.nseindia.com/sparklines/today/preOpen_MOREPENLABEQN.jpg
SANDHAR,SANDHAREQN, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,240.0,0.8000000000000114,0.33444816053512183,239.2,200,48000.0,-,333.0,174.5,240.0,https://static.nseindia.com/sparklines/today/preOpen_SANDHAREQN.jpg
BFUTILITIE,BFUTILITIEEQN, ANNUAL GENERAL MEETING,377.5,1.25,0.33222591362126247,376.25,11,4152.5,-,539.0,227.1,377.5,https://static.nseindia.com/sparklines/today/preOpen_BFUTILITIEEQN.jpg
DPSCLTD,DPSCLTDEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.05 PER SHARE,15.2,0.049999999999998934,0.33003300330032304,15.15,279,4240.8,-,31.15,11.55,15.2,https://static.nseindia.com/sparklines/today/preOpen_DPSCLTDEQN.jpg
CUPID,CUPIDEQN, INTERIM DIVIDEND - RE 1 PER SHARE,216.9,0.700000000000017,0.32377428307123823,216.2,150,32535.0,-,272.35,201.0,216.9,https://static.nseindia.com/sparklines/today/preOpen_CUPIDEQN.jpg
STARCEMENT,STARCEMENTEQN, ANNUAL GENERAL MEETING,93.5,0.29999999999999716,0.3218884120171643,93.2,330,30855.0,-,120.0,88.45,93.5,https://static.nseindia.com/sparklines/today/preOpen_STARCEMENTEQN.jpg
PNBGILTS,PNBGILTSEQN, DIVIDEND - RS 3 PER SHARE,64.5,0.20000000000000284,0.3110419906687447,64.3,1040,67080.0,-,94.65,46.5,64.5,https://static.nseindia.com/sparklines/today/preOpen_PNBGILTSEQN.jpg
ASHIMASYN,ASHIMASYNEQN, ANNUAL GENERAL MEETING,16.2,0.05000000000000071,0.3095975232198187,16.15,305,4941.0,-,23.4,12.7,16.2,https://static.nseindia.com/sparklines/today/preOpen_ASHIMASYNEQN.jpg
CRAFTSMAN,CRAFTSMANEQN,,2050.0,6.25,0.3058103975535168,2043.75,1,2050.0,-,2778.0,1245.0,2050.0,https://static.nseindia.com/sparklines/today/preOpen_CRAFTSMANEQN.jpg
ASTERDM,ASTERDMEQN, BUY BACK,182.8,0.5500000000000114,0.30178326474623396,182.25,976,178412.8,-,237.0,132.55,182.8,https://static.nseindia.com/sparklines/today/preOpen_ASTERDMEQN.jpg
IIFL,IIFLEQN,INTERIM DIVIDEND - RS 3.50 PER SHARE,318.0,0.9499999999999886,0.29963728118592925,317.05,2408,765744.0,-,374.9,210.55,318.0,https://static.nseindia.com/sparklines/today/preOpen_IIFLEQN.jpg
SANGHVIMOV,SANGHVIMOVEQN, ANNUAL GENERAL MEETING,219.45,0.6499999999999773,0.2970749542961505,218.8,73,16019.85,-,262.7,96.95,219.45,https://static.nseindia.com/sparklines/today/preOpen_SANGHVIMOVEQN.jpg
TARSONS,TARSONSEQN,,645.65,1.8999999999999773,0.2951456310679576,643.75,209,134940.85,-,924.9,581.45,645.65,-
PRITIKAUTO,PRITIKAUTOEQN, ANNUAL GENERAL MEETING,17.05,0.05000000000000071,0.2941176470588277,17.0,110,1875.5,-,22.8,13.75,17.05,-
STOVEKRAFT,STOVEKRAFTEQN,,668.0,1.9500000000000455,0.2927708130020337,666.05,542,362056.0,-,1133.7,406.1,668.0,https://static.nseindia.com/sparklines/today/preOpen_STOVEKRAFTEQN.jpg
EASEMYTRIP,EASEMYTRIPEQN, INTERIM DIVIDEND - RE 1  PER SHARE,576.7,1.650000000000091,0.2869315711677404,575.05,790,455593.0,-,717.65,161.0,576.7,https://static.nseindia.com/sparklines/today/preOpen_EASEMYTRIPEQN.jpg
SHANTIGEAR,SHANTIGEAREQN,INTERIM DIVIDEND - RS 2.50 PER SHARE,180.65,0.5,0.27754648903691365,180.15,75,13548.75,-,211.35,120.5,180.65,https://static.nseindia.com/sparklines/today/preOpen_SHANTIGEAREQN.jpg
KOLTEPATIL,KOLTEPATILEQN, DIVIDEND - RS 1 PER SHARE,276.4,0.75,0.27208416470161434,275.65,439,121339.6,-,360.0,206.2,276.4,https://static.nseindia.com/sparklines/today/preOpen_KOLTEPATILEQN.jpg
AVANTIFEED,AVANTIFEEDEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 6.25 PER SHARE,542.85,1.4500000000000455,0.26782415958626626,541.4,41,22256.85,-,674.85,410.0,542.85,https://static.nseindia.com/sparklines/today/preOpen_AVANTIFEEDEQN.jpg
PDMJEPAPER,PDMJEPAPEREQN, ANNUAL GENERAL MEETING/DIVIDEND - RE 0.30 PER SHARE,37.85,0.10000000000000142,0.2649006622516594,37.75,102,3860.7,-,50.9,21.5,37.85,https://static.nseindia.com/sparklines/today/preOpen_PDMJEPAPEREQN.jpg
AKZOINDIA,AKZOINDIAEQN,INTERIM DIVIDEND - RS 40 PER SHARE,1948.0,5.0,0.2573340195573855,1943.0,2,3896.0,-,2469.0,1836.3,1948.0,https://static.nseindia.com/sparklines/today/preOpen_AKZOINDIAEQN.jpg
NUCLEUS,NUCLEUSEQN, BUYBACK,477.0,1.1999999999999886,0.2522068095838564,475.8,20,9540.0,-,766.0,457.35,477.0,https://static.nseindia.com/sparklines/today/preOpen_NUCLEUSEQN.jpg
AROGRANITE,AROGRANITEEQN, ANNUAL GENERAL MEETING,61.0,0.14999999999999858,0.24650780608052353,60.85,102,6222.0,-,87.4,36.3,61.0,https://static.nseindia.com/sparklines/today/preOpen_AROGRANITEEQN.jpg
MGEL,MGELEQN, DIVIDEND - RE 1 PER SH,164.0,0.4000000000000057,0.24449877750611593,163.6,1776,291264.0,-,163.6,38.25,164.0,https://static.nseindia.com/sparklines/today/preOpen_MGELEQN.jpg
BLBLIMITED,BLBLIMITEDBEN,,20.6,0.05000000000000071,0.24330900243309345,20.55,23,473.8,-,31.95,5.0,20.6,-
ADFFOODS,ADFFOODSEQN, DIVIDEND - RS 3 PER SHARE,771.6,1.8500000000000227,0.24033777200390033,769.75,7,5401.2,-,1094.7,710.0,771.6,https://static.nseindia.com/sparklines/today/preOpen_ADFFOODSEQN.jpg
VIJAYA,VIJAYAEQN,,445.0,1.0500000000000114,0.23651312084694479,443.95,80,35600.0,-,672.0,429.0,445.0,-
ASAHIINDIA,ASAHIINDIAEQN, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,510.0,1.1999999999999886,0.23584905660377137,508.8,112,57120.0,-,612.9,278.65,510.0,https://static.nseindia.com/sparklines/today/preOpen_ASAHIINDIAEQN.jpg
VAIBHAVGBL,VAIBHAVGBLEQN,INTERIM DIVIDEND - RS 1.50 PER SHARE,429.65,1.0,0.2332905633967106,428.65,458,196779.7,-,1050.0,418.0,429.65,https://static.nseindia.com/sparklines/today/preOpen_VAIBHAVGBLEQN.jpg
LGBBROSLTD,LGBBROSLTDEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 10 PER SHARE,648.0,1.5,0.23201856148491878,646.5,503,325944.0,-,736.0,282.0,648.0,https://static.nseindia.com/sparklines/today/preOpen_LGBBROSLTDEQN.jpg
MEDPLUS,MEDPLUSEQN,,1060.0,2.400000000000091,0.22692889561271665,1057.6,600,636000.0,-,1343.0,995.1,1060.0,-
SHANKARA,SHANKARAEQN, ANNUAL GENERAL MEETING,706.9,1.6000000000000227,0.2268538210690519,705.3,521,368294.9,-,725.0,359.25,706.9,https://static.nseindia.com/sparklines/today/preOpen_SHANKARAEQN.jpg
FINEORG,FINEORGEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 6 PER SHARE/SPECIAL DIVIDEND - RS 5 PER SHARE,3980.0,8.949999999999818,0.2253811964090056,3971.05,57,226860.0,-,4178.25,2127.15,3980.0,https://static.nseindia.com/sparklines/today/preOpen_FINEORGEQN.jpg
PCJEWELLER,PCJEWELLEREQN, ANNUAL GENERAL MEETING/DIVIDEND RE 0.50 PER SHARE,22.25,0.05000000000000071,0.22522522522522842,22.2,294,6541.5,-,32.95,19.9,22.25,https://static.nseindia.com/sparklines/today/preOpen_PCJEWELLEREQN.jpg
ZYDUSWELL,ZYDUSWELLEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 5 PER SHARE,1510.0,3.349999999999909,0.22234759234061718,1506.65,148,223480.0,-,2476.85,1430.0,1510.0,https://static.nseindia.com/sparklines/today/preOpen_ZYDUSWELLEQN.jpg
MIRCELECTR,MIRCELECTREQN, ANNUAL GENERAL MEETING,23.7,0.05000000000000071,0.21141649048626093,23.65,1037,24576.9,-,34.9,10.95,23.7,https://static.nseindia.com/sparklines/today/preOpen_MIRCELECTREQN.jpg
IDBI,IDBIEQN, ANNUAL GENERAL MEETING,47.8,0.09999999999999432,0.20964360587000905,47.7,32493,1553165.4,-,65.25,28.6,47.8,https://static.nseindia.com/sparklines/today/preOpen_IDBIEQN.jpg
VISHAL,VISHALEQN,BONUS 2:1,120.0,0.25,0.20876826722338201,119.75,160,19200.0,-,147.75,41.3,120.0,https://static.nseindia.com/sparklines/today/preOpen_VISHALEQN.jpg
GOLDIAM,GOLDIAMEQN,INTERIM DIVIDEND - RS 3 PER SHARE,858.95,1.75,0.20415305646290247,857.2,167,143444.65,-,1149.0,298.25,858.95,https://static.nseindia.com/sparklines/today/preOpen_GOLDIAMEQN.jpg
LUMAXTECH,LUMAXTECHEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,181.0,0.3499999999999943,0.19374481040686095,180.65,108,19548.0,-,210.0,125.0,181.0,https://static.nseindia.com/sparklines/today/preOpen_LUMAXTECHEQN.jpg
OPTIEMUS,OPTIEMUSEQN, ANNUAL GENERAL MEETING,284.95,0.5500000000000114,0.19338959212377335,284.4,298,84915.1,-,407.65,114.15,284.95,https://static.nseindia.com/sparklines/today/preOpen_OPTIEMUSEQN.jpg
CSBBANK,CSBBANKEQN, ANNUAL GENERAL MEETING,238.0,0.44999999999998863,0.18943380340980367,237.55,1389,330582.0,-,374.0,219.5,238.0,https://static.nseindia.com/sparklines/today/preOpen_CSBBANKEQN.jpg
BANCOINDIA,BANCOINDIAEQN, DIVIDEND - RS 2 PER SHARE,160.0,0.30000000000001137,0.18785222291797832,159.7,2290,366400.0,-,225.1,136.0,160.0,https://static.nseindia.com/sparklines/today/preOpen_BANCOINDIAEQN.jpg
RAMCOSYS,RAMCOSYSEQN, ANNUAL GENERAL MEETING,347.95,0.6499999999999773,0.18715807659083708,347.3,225,78288.75,-,687.25,310.2,347.95,https://static.nseindia.com/sparklines/today/preOpen_RAMCOSYSEQN.jpg
GILLETTE,GILLETTEEQN,INTERIM DIVIDEND - RS 33 PER SHARE,5120.0,9.25,0.18099104828058504,5110.75,15,76800.0,-,6275.0,4950.0,5120.0,https://static.nseindia.com/sparklines/today/preOpen_GILLETTEEQN.jpg
SKFINDIA,SKFINDIAEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 14.50 PER SHARE,3433.05,6.150000000000091,0.17946248796288455,3426.9,5,17165.25,-,4239.95,2051.05,3433.05,https://static.nseindia.com/sparklines/today/preOpen_SKFINDIAEQN.jpg
MANINFRA,MANINFRAEQN, BONUS 1:2,112.5,0.20000000000000284,0.1780943900267167,112.3,701,78862.5,-,131.1,22.73,112.5,https://static.nseindia.com/sparklines/today/preOpen_MANINFRAEQN.jpg
CLEDUCATE,CLEDUCATEEQN, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 5/- PER SHARE,114.3,0.20000000000000284,0.1752848378615275,114.1,50,5715.0,-,136.8,33.0,114.3,https://static.nseindia.com/sparklines/today/preOpen_CLEDUCATEEQN.jpg
SHARDAMOTR,SHARDAMOTREQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2.63 PER SHARE,737.0,1.25,0.16989466530750932,735.75,1,737.0,-,954.9,324.9,737.0,https://static.nseindia.com/sparklines/today/preOpen_SHARDAMOTREQN.jpg
IIFLSEC,IIFLSECEQN,INTERIM DIVIDEND - RS 3 PER SHARE,88.8,0.14999999999999147,0.16920473773264688,88.65,404,35875.2,-,128.5,44.0,88.8,https://static.nseindia.com/sparklines/today/preOpen_IIFLSECEQN.jpg
SYMPHONY,SYMPHONYEQN,INTERIM DIVIDEND - RE 1 PER SHARE,985.0,1.6499999999999773,0.1677937662073501,983.35,140,137900.0,-,1528.8,890.0,985.0,https://static.nseindia.com/sparklines/today/preOpen_SYMPHONYEQN.jpg
3MINDIA,3MINDIAEQN, ANNUAL GENERAL MEETING,22040.0,35.5,0.16133063691517643,22004.5,2,44080.0,-,31000.0,20866.45,22040.0,https://static.nseindia.com/sparklines/today/preOpen_3MINDIAEQN.jpg
PGHH,PGHHEQN,INTERIM DIVIDEND - RS 95 PER SHARE,15800.0,25.299999999999272,0.1603833987334103,15774.7,4,63200.0,-,16448.7,12110.0,15800.0,https://static.nseindia.com/sparklines/today/preOpen_PGHHEQN.jpg
ZOTA,ZOTAEQN, ANNUAL GENERAL MEETING/ DIVIDEND RS 1 PER SHARE,363.05,0.5500000000000114,0.15172413793103762,362.5,41,14885.05,-,448.0,137.25,363.05,https://static.nseindia.com/sparklines/today/preOpen_ZOTAEQN.jpg
TCI,TCIEQN,INTERIM DIVIDEND - RS 2 PER SHARE,639.0,0.9500000000000455,0.14889115273098433,638.05,78,49842.0,-,858.6,240.0,639.0,https://static.nseindia.com/sparklines/today/preOpen_TCIEQN.jpg
VENUSREM,VENUSREMEQN, ANNUAL GENERAL MEETING,305.0,0.44999999999998863,0.14775898867180712,304.55,17,5185.0,-,639.0,188.9,305.0,https://static.nseindia.com/sparklines/today/preOpen_VENUSREMEQN.jpg
KEYFINSERV,KEYFINSERVEQN, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,137.0,0.19999999999998863,0.14619883040934842,136.8,944,129328.0,-,148.0,51.35,137.0,https://static.nseindia.com/sparklines/today/preOpen_KEYFINSERVEQN.jpg
PANAMAPET,PANAMAPETEQN, INTERIM DIVIDEND - RS 2 PER SHARE,248.0,0.3499999999999943,0.1413284877851784,247.65,27,6696.0,-,333.0,135.0,248.0,https://static.nseindia.com/sparklines/today/preOpen_PANAMAPETEQN.jpg
JUBLPHARMA,JUBLPHARMAEQN, DIVIDEND - RS 5 PER SHARE,440.0,0.6000000000000227,0.13654984069185772,439.4,471,207240.0,-,925.0,435.8,440.0,https://static.nseindia.com/sparklines/today/preOpen_JUBLPHARMAEQN.jpg
SARDAEN,SARDAENEQN, DIVIDEND - RS 7.50 PER SHARE,812.8,1.099999999999909,0.1355180485400898,811.7,137,111353.6,-,960.0,351.5,812.8,https://static.nseindia.com/sparklines/today/preOpen_SARDAENEQN.jpg
ANMOL,ANMOLEQN, ANNUAL GENERAL MEETING,226.3,0.30000000000001137,0.13274336283186344,226.0,84,19009.2,-,237.8,135.0,226.3,-
ASIANTILES,ASIANTILESEQN, ANNUAL GENERAL MEETING,113.85,0.14999999999999147,0.13192612137202414,113.7,152,17305.2,-,220.97,106.5,113.85,https://static.nseindia.com/sparklines/today/preOpen_ASIANTILESEQN.jpg
LIKHITHA,LIKHITHAEQN, INTERIM DIVIDEND - RS 1.50 PER SHARE,316.0,0.39999999999997726,0.1267427122940359,315.6,41,12956.0,-,480.0,264.7,316.0,https://static.nseindia.com/sparklines/today/preOpen_LIKHITHAEQN.jpg
MAYURUNIQ,MAYURUNIQEQN,BUYBACK,475.0,0.6000000000000227,0.12647554806071307,474.4,263,124925.0,-,626.9,376.7,475.0,https://static.nseindia.com/sparklines/today/preOpen_MAYURUNIQEQN.jpg
PRSMJOHNSN,PRSMJOHNSNEQN, INTERIM DIVIDEND RE 1 PER SHARE,120.1,0.14999999999999147,0.12505210504376113,119.95,2300,276230.0,-,160.0,95.0,120.1,https://static.nseindia.com/sparklines/today/preOpen_PRSMJOHNSNEQN.jpg
CEBBCO,CEBBCOEQN, ANNUAL GENERAL MEETING,41.05,0.04999999999999716,0.12195121951218818,41.0,614,25204.7,-,59.35,14.55,41.05,https://static.nseindia.com/sparklines/today/preOpen_CEBBCOEQN.jpg
NETWORK18,NETWORK18EQN, ANNUAL GENERAL MEETING,85.4,0.10000000000000853,0.11723329425557859,85.3,1160,99064.0,-,114.8,34.5,85.4,https://static.nseindia.com/sparklines/today/preOpen_NETWORK18EQN.jpg
JAGSNPHARM,JAGSNPHARMEQN, INTERIM DIVIDEND - RS 4 PER SHARE,177.7,0.19999999999998863,0.11267605633802176,177.5,3,533.1,-,203.9,75.25,177.7,https://static.nseindia.com/sparklines/today/preOpen_JAGSNPHARMEQN.jpg
AWHCL,AWHCLEQN,,295.0,0.30000000000001137,0.10179843909060447,294.7,1650,486750.0,-,455.0,241.0,295.0,https://static.nseindia.com/sparklines/today/preOpen_AWHCLEQN.jpg
ANURAS,ANURASEQN, INTERIM DIVIDEND - RS 0.50 PER SHARE,920.0,0.8999999999999773,0.09792188010009543,919.1,1496,1376320.0,-,1107.55,474.0,920.0,https://static.nseindia.com/sparklines/today/preOpen_ANURASEQN.jpg
