symbol,identifier,purpose,lastPrice,change,pChange,previousClose,finalQuantity,totalTurnover,marketCap,yearHigh,yearLow,iep,chartTodayPath
NXTDIGITAL,NXTDIGITALEQN, RIGHTS 2:5 @ PREMIUM RS 290/-,457.0,56.69999999999999,14.164376717461899,400.3,6853,3131821.0,-,548.5,333.3,457.0,https://static.nseindia.com/sparklines/today/preOpen_NXTDIGITALEQN.jpg
CALSOFT,CALSOFTEQN, ANNUAL GENERAL MEETING,47.2,4.25,9.89522700814901,42.95,15090,712248.0,-,52.5,7.4,47.2,https://static.nseindia.com/sparklines/today/preOpen_CALSOFTEQN.jpg
PODDARHOUS,PODDARHOUSEQN, ANNUAL GENERAL MEETING,254.9,12.650000000000006,5.221878224974202,242.25,3,764.7,-,313.0,141.75,254.9,https://static.nseindia.com/sparklines/today/preOpen_PODDARHOUSEQN.jpg
TANTIACONS,TANTIACONSBZN,,16.8,0.8000000000000007,5.000000000000004,16.0,1663,27938.4,-,34.05,1.7,16.8,https://static.nseindia.com/sparklines/today/preOpen_TANTIACONSBZN.jpg
SHAHALLOYS,SHAHALLOYSEQN, ANNUAL GENERAL MEETING,66.2,3.1500000000000057,4.996034892942118,63.05,10609,702315.8,-,64.2,6.5,66.2,-
GODHA,GODHABEN,,132.45,6.299999999999983,4.994054696789522,126.15,1173,155363.85,-,126.15,32.35,132.45,https://static.nseindia.com/sparklines/today/preOpen_GODHABEN.jpg
BCONCEPTS,BCONCEPTSEQN,,70.75,3.3499999999999943,4.97032640949554,67.4,591,41813.25,-,82.15,53.25,70.75,-
MEGASTAR,MEGASTAREQN,,131.05,6.200000000000017,4.965959150981191,124.85,4451,583303.55,-,124.85,110.2,131.05,-
TCIFINANCE,TCIFINANCEBEN,,7.4,0.35000000000000053,4.964539007092206,7.05,17,125.8,-,11.1,4.45,7.4,-
RAJTV,RAJTVBEN,,44.75,2.1000000000000014,4.923798358733884,42.65,70,3132.5,-,66.7,29.65,44.75,-
SETUINFRA,SETUINFRABEN,,3.2,0.15000000000000036,4.918032786885258,3.05,18060,57792.0,-,4.25,0.65,3.2,-
KRIDHANINF,KRIDHANINFBEN,,6.4,0.3000000000000007,4.918032786885258,6.1,1625,10400.0,-,8.55,3.25,6.4,-
INDOTHAI,INDOTHAIBEN,,300.45,14.050000000000011,4.905726256983244,286.4,8,2403.6,-,496.2,42.15,300.45,https://static.nseindia.com/sparklines/today/preOpen_INDOTHAIBEN.jpg
KANANIIND,KANANIINDBEN,,18.25,0.8500000000000014,4.885057471264377,17.4,2919,53271.75,-,20.5,3.8,18.25,-
NITIRAJ,NITIRAJEQN, ANNUAL GENERAL MEETING,71.0,3.299999999999997,4.874446085672078,67.7,35,2485.0,-,84.5,38.2,71.0,https://static.nseindia.com/sparklines/today/preOpen_NITIRAJEQN.jpg
UNITEDPOLY,UNITEDPOLYEQN,,33.4,1.5499999999999972,4.866562009419143,31.85,340,11356.0,-,55.2,17.35,33.4,-
PREMIER,PREMIERBEN,,6.5,0.2999999999999998,4.838709677419352,6.2,100,650.0,-,13.3,1.9,6.5,-
TFL,TFLEQN, ANNUAL GENERAL MEETING,10.85,0.5,4.830917874396135,10.35,1,10.85,-,14.1,2.2,10.85,https://static.nseindia.com/sparklines/today/preOpen_TFLEQN.jpg
ARTNIRMAN,ARTNIRMANBEN,,148.15,6.800000000000011,4.8107534488857535,141.35,2,296.3,-,195.9,30.05,148.15,-
DYNAMIC,DYNAMICSMN,,20.75,0.9499999999999993,4.797979797979794,19.8,2000,41500.0,-,57.7,18.0,20.75,-
STEELCAS,STEELCASEQN,,303.0,13.850000000000023,4.789901435241233,289.15,1,303.0,-,341.05,259.9,303.0,-
HINDNATGLS,HINDNATGLSEQN, ANNUAL GENERAL MEETING,19.75,0.8999999999999986,4.77453580901856,18.85,3650,72087.5,-,53.2,17.25,19.75,https://static.nseindia.com/sparklines/today/preOpen_HINDNATGLSEQN.jpg
RMCL,RMCLBZN,,3.3,0.1499999999999999,4.761904761904759,3.15,353,1164.9,-,4.5,1.9,3.3,-
PVP,PVPEQN, ANNUAL GENERAL MEETING,6.65,0.3000000000000007,4.72440944881891,6.35,9882,65715.3,-,9.8,4.2,6.65,https://static.nseindia.com/sparklines/today/preOpen_PVPEQN.jpg
IVP,IVPEQN, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,192.0,8.599999999999994,4.689203925845144,183.4,29899,5740608.0,-,183.4,91.55,192.0,https://static.nseindia.com/sparklines/today/preOpen_IVPEQN.jpg
TECHIN,TECHINEQN, ANNUAL GENERAL MEETING,10.2,0.4499999999999993,4.615384615384608,9.75,200,2040.0,-,9.75,2.5,10.2,https://static.nseindia.com/sparklines/today/preOpen_TECHINEQN.jpg
SIKKO,SIKKOEQN,,57.9,2.5,4.512635379061372,55.4,11,636.9,-,79.65,38.6,57.9,-
BARTRONICS,BARTRONICSBZN,,6.95,0.2999999999999998,4.5112781954887184,6.65,540,3753.0,-,10.95,2.05,6.95,https://static.nseindia.com/sparklines/today/preOpen_BARTRONICSBZN.jpg
INNOVATIVE,INNOVATIVESMN,,7.0,0.2999999999999998,4.477611940298504,6.7,9000,63000.0,-,20.45,6.1,7.0,https://static.nseindia.com/sparklines/today/preOpen_INNOVATIVESMN.jpg
METALFORGE,METALFORGEBZN,,5.95,0.25,4.385964912280701,5.7,50,297.5,-,8.9,4.75,5.95,https://static.nseindia.com/sparklines/today/preOpen_METALFORGEBZN.jpg
SPENTEX,SPENTEXBZN,,2.4,0.10000000000000009,4.347826086956526,2.3,1000,2400.0,-,4.5,0.7,2.4,https://static.nseindia.com/sparklines/today/preOpen_SPENTEXBZN.jpg
DCM,DCMEQN, ANNUAL GENERAL MEETING,107.9,4.450000000000003,4.301594973417113,103.45,12,1294.8,-,146.0,23.0,107.9,https://static.nseindia.com/sparklines/today/preOpen_DCMEQN.jpg
CYBERMEDIA,CYBERMEDIABEN,,23.45,0.9499999999999993,4.222222222222219,22.5,1100,25795.0,-,23.5,8.45,23.45,-
SANWARIA,SANWARIABZN,,1.25,0.050000000000000044,4.1666666666666705,1.2,43721,54651.25,-,1.85,0.55,1.25,https://static.nseindia.com/sparklines/today/preOpen_SANWARIABZN.jpg
VIJIFIN,VIJIFINBEN,,3.8,0.1499999999999999,4.109589041095888,3.65,850,3230.0,-,6.9,0.55,3.8,-
DENORA,DENORABEN,,423.95,16.349999999999966,4.011285574092239,407.6,160,67832.0,-,538.8,239.05,423.95,-
SHIVAMAUTO,SHIVAMAUTOEQN, RIGHTS 2:9 @ PREMIUM RS 16/-,24.95,0.9499999999999993,3.9583333333333304,24.0,11150,278192.5,-,44.7,14.11,24.95,https://static.nseindia.com/sparklines/today/preOpen_SHIVAMAUTOEQN.jpg
BRNL,BRNLBEN,,42.2,1.6000000000000014,3.940886699507393,40.6,2025,85455.0,-,59.45,25.75,42.2,-
UNITECH,UNITECHBZN,,2.7,0.10000000000000009,3.8461538461538494,2.6,40906,110446.2,-,3.95,1.3,2.7,https://static.nseindia.com/sparklines/today/preOpen_UNITECHBZN.jpg
PANACEABIO,PANACEABIOEQN, ANNUAL GENERAL MEETING,211.7,7.75,3.799950968374602,203.95,1118,236680.6,-,449.0,165.3,211.7,https://static.nseindia.com/sparklines/today/preOpen_PANACEABIOEQN.jpg
VISESHINFO,VISESHINFOBEN,,1.4,0.04999999999999982,3.7037037037036904,1.35,5089159,7124822.6,-,1.75,0.05,1.4,-
RVHL,RVHLEQN, ANNUAL GENERAL MEETING,27.5,0.9499999999999993,3.5781544256120497,26.55,100,2750.0,-,34.8,15.05,27.5,https://static.nseindia.com/sparklines/today/preOpen_RVHLEQN.jpg
HAVISHA,HAVISHABEN,,2.9,0.10000000000000009,3.5714285714285747,2.8,850,2465.0,-,4.6,0.65,2.9,https://static.nseindia.com/sparklines/today/preOpen_HAVISHABEN.jpg
KHANDSE,KHANDSEBEN,,21.9,0.75,3.546099290780142,21.15,50,1095.0,-,33.65,12.35,21.9,-
EQUIPPP,EQUIPPPEQN, ANNUAL GENERAL MEETING,83.0,2.799999999999997,3.491271820448874,80.2,40,3320.0,-,142.3,71.3,83.0,-
ROLLT,ROLLTBEN,,3.0,0.10000000000000009,3.448275862068969,2.9,76,228.0,-,4.6,2.0,3.0,-
PUNJLLOYD,PUNJLLOYDBZN,,3.0,0.10000000000000009,3.448275862068969,2.9,1370,4110.0,-,4.5,1.2,3.0,https://static.nseindia.com/sparklines/today/preOpen_PUNJLLOYDBZN.jpg
VISHNU,VISHNUBEN,,1347.0,44.700000000000045,3.4323888504952813,1302.3,2884,3884748.0,-,1319.1,157.1,1347.0,-
TMRVL,TMRVLEQN, ANNUAL GENERAL MEETING,18.1,0.6000000000000014,3.4285714285714364,17.5,38,687.8,-,25.6,10.3,18.1,https://static.nseindia.com/sparklines/today/preOpen_TMRVLEQN.jpg
NGIL,NGILBEN,,268.0,8.800000000000011,3.3950617283950666,259.2,4,1072.0,-,328.0,58.65,268.0,-
3PLAND,3PLANDBEN,,17.0,0.5500000000000007,3.3434650455927097,16.45,1,17.0,-,26.3,7.65,17.0,-
NIBL,NIBLEQN, ANNUAL GENERAL MEETING,24.8,0.8000000000000007,3.333333333333336,24.0,10,248.0,-,34.7,9.05,24.8,-
CREST,CRESTBEN,,184.0,5.900000000000006,3.3127456485120748,178.1,4,736.0,-,188.0,72.15,184.0,-
HMVL,HMVLEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.20 PER SHARE,76.65,2.450000000000003,3.3018867924528337,74.2,2,153.3,-,106.7,53.5,76.65,https://static.nseindia.com/sparklines/today/preOpen_HMVLEQN.jpg
PREMEXPLN,PREMEXPLNEQN, ANNUAL GENERAL MEETING,264.0,8.25,3.225806451612903,255.75,2256,595584.0,-,325.0,117.5,264.0,https://static.nseindia.com/sparklines/today/preOpen_PREMEXPLNEQN.jpg
VISASTEEL,VISASTEELEQN, ANNUAL GENERAL MEETING,15.3,0.45000000000000107,3.030303030303038,14.85,20,306.0,-,21.45,5.85,15.3,https://static.nseindia.com/sparklines/today/preOpen_VISASTEELEQN.jpg
BBOX,BBOXEQN, ANNUAL GENERAL MEETING,800.0,22.25,2.860816457730633,777.75,10,8000.0,-,1070.0,768.1,800.0,-
JINDALPHOT,JINDALPHOTEQN, ANNUAL GENERAL MEETING,378.0,10.5,2.857142857142857,367.5,3349,1265922.0,-,484.85,33.05,378.0,-
EKC,EKCEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.30 PER SHARE,236.95,6.5,2.820568453026687,230.45,4447,1053716.65,-,291.8,64.0,236.95,https://static.nseindia.com/sparklines/today/preOpen_EKCEQN.jpg
ATLANTA,ATLANTABEN,,22.35,0.6000000000000014,2.758620689655179,21.75,2,44.7,-,29.55,6.45,22.35,-
RNAVAL,RNAVALBZN,,3.75,0.10000000000000009,2.739726027397263,3.65,13198,49492.5,-,6.95,2.5,3.75,https://static.nseindia.com/sparklines/today/preOpen_RNAVALBZN.jpg
ARSHIYA,ARSHIYAEQN, ANNUAL GENERAL MEETING,37.85,1.0,2.7137042062415193,36.85,200,7570.0,-,47.3,25.15,37.85,https://static.nseindia.com/sparklines/today/preOpen_ARSHIYAEQN.jpg
UNIVASTU,UNIVASTUEQN, ANNUAL GENERAL MEETING,106.0,2.799999999999997,2.7131782945736407,103.2,119661,12684066.0,-,103.2,29.0,106.0,https://static.nseindia.com/sparklines/today/preOpen_UNIVASTUEQN.jpg
NCLIND,NCLINDEQN,INTERIM DIVIDEND - RS 1.50 PER SHARE,191.4,5.050000000000011,2.709954386906365,186.35,5192,993748.8,-,304.95,143.7,191.4,https://static.nseindia.com/sparklines/today/preOpen_NCLINDEQN.jpg
GUJAPOLLO,GUJAPOLLOEQN, DIVIDEND - RS 2 PER SHARE,233.0,6.050000000000011,2.6657854152897165,226.95,50,11650.0,-,277.05,196.35,233.0,https://static.nseindia.com/sparklines/today/preOpen_GUJAPOLLOEQN.jpg
BAGFILMS,BAGFILMSBEN,,5.8,0.14999999999999947,2.6548672566371585,5.65,16828,97602.4,-,6.6,1.9,5.8,-
HILTON,HILTONEQN, ANNUAL GENERAL MEETING,29.4,0.75,2.6178010471204187,28.65,15,441.0,-,33.3,8.85,29.4,-
CENTUM,CENTUMEQN, DIVIDEND - RS 2 PER SHARE,499.95,12.699999999999989,2.6064648537711625,487.25,5,2499.75,-,659.9,356.55,499.95,https://static.nseindia.com/sparklines/today/preOpen_CENTUMEQN.jpg
MOTOGENFIN,MOTOGENFINBEN,,27.6,0.7000000000000028,2.602230483271386,26.9,4,110.4,-,38.95,16.35,27.6,-
JPOLYINVST,JPOLYINVSTEQN, ANNUAL GENERAL MEETING,330.9,8.299999999999955,2.57284562926223,322.6,11,3639.9,-,460.3,30.6,330.9,https://static.nseindia.com/sparklines/today/preOpen_JPOLYINVSTEQN.jpg
BCP,BCPBEN,,6.0,0.15000000000000036,2.56410256410257,5.85,13106,78636.0,-,8.9,2.85,6.0,-
AARVEEDEN,AARVEEDENEQN, ANNUAL GENERAL MEETING,26.0,0.6499999999999986,2.5641025641025585,25.35,25,650.0,-,33.4,16.75,26.0,-
SAGARDEEP,SAGARDEEPBEN,,76.4,1.9000000000000057,2.550335570469806,74.5,4641,354572.4,-,77.45,26.0,76.4,-
KOTHARIPRO,KOTHARIPROEQN, ANNUAL GENERAL MEETING,100.95,2.450000000000003,2.4873096446700536,98.5,1000,100950.0,-,137.45,59.05,100.95,https://static.nseindia.com/sparklines/today/preOpen_KOTHARIPROEQN.jpg
ADVANIHOTR,ADVANIHOTREQN, ANNUAL GENERAL MEETING,95.7,2.299999999999997,2.462526766595286,93.4,14249,1363629.3,-,109.5,48.1,95.7,https://static.nseindia.com/sparklines/today/preOpen_ADVANIHOTREQN.jpg
MOKSH,MOKSHEQN, INTERIM DIVIDEND - RS 0.10 PER SHARE,23.0,0.5500000000000007,2.449888641425393,22.45,5636,129628.0,-,123.85,20.35,23.0,-
GEECEE,GEECEEEQN, ANNUAL GENERAL MEETING,197.0,4.650000000000006,2.417468157005462,192.35,30782,6064054.0,-,193.55,89.0,197.0,https://static.nseindia.com/sparklines/today/preOpen_GEECEEEQN.jpg
NITINSPIN,NITINSPINEQN,INTERIM DIVIDEND - RS 1.50 PER SHARE,0.0,6.949999999999989,2.4085946976260573,295.25,0,0.0,-,345.0,77.0,295.5,https://static.nseindia.com/sparklines/today/preOpen_NITINSPINEQN.jpg
TREEHOUSE,TREEHOUSEBEN,,10.65,0.25,2.4038461538461537,10.4,5,53.25,-,13.75,6.3,10.65,https://static.nseindia.com/sparklines/today/preOpen_TREEHOUSEBEN.jpg
NECCLTD,NECCLTDEQN, ANNUAL GENERAL MEETING,21.5,0.5,2.380952380952381,21.0,10,215.0,-,29.6,6.55,21.5,https://static.nseindia.com/sparklines/today/preOpen_NECCLTDEQN.jpg
OILCOUNTUB,OILCOUNTUBEQN, ANNUAL GENERAL MEETING,8.65,0.20000000000000107,2.3668639053254568,8.45,341,2949.65,-,12.9,3.5,8.65,-
SUZLON,SUZLONEQN, ANNUAL GENERAL MEETING,10.9,0.25,2.3474178403755865,10.65,1391331,15165507.9,-,13.1,4.4,10.9,https://static.nseindia.com/sparklines/today/preOpen_SUZLONEQN.jpg
ANSALHSG,ANSALHSGBEN,,8.85,0.1999999999999993,2.312138728323691,8.65,1,8.85,-,13.95,4.45,8.85,-
KRBL,KRBLEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 3.50 PER SHARE,191.0,4.300000000000011,2.3031601499732255,186.7,8745,1670295.0,-,337.95,173.15,191.0,https://static.nseindia.com/sparklines/today/preOpen_KRBLEQN.jpg
TGBHOTELS,TGBHOTELSEQN, ANNUAL GENERAL MEETING,8.95,0.1999999999999993,2.2857142857142776,8.75,10,89.5,-,12.8,4.15,8.95,https://static.nseindia.com/sparklines/today/preOpen_TGBHOTELSEQN.jpg
SURANAT&P,SURANAT&PBEN,,13.55,0.3000000000000007,2.2641509433962317,13.25,437,5921.35,-,17.95,3.85,13.55,-
ADORWELD,ADORWELDEQN, INTERIM DIVIDEND - RS 6.50 PER SHARE,696.9,15.399999999999977,2.2597212032281697,681.5,20,13938.0,-,880.2,295.1,696.9,https://static.nseindia.com/sparklines/today/preOpen_ADORWELDEQN.jpg
SECURKLOUD,SECURKLOUDEQN, ANNUAL GENERAL MEETING,113.5,2.5,2.2522522522522523,111.0,1,113.5,-,243.75,76.05,113.5,https://static.nseindia.com/sparklines/today/preOpen_SECURKLOUDEQN.jpg
NAHARSPING,NAHARSPINGBEN,,564.5,12.399999999999977,2.245969932983151,552.1,6,3387.0,-,690.0,77.15,564.5,-
BEDMUTHA,BEDMUTHAEQN, ANNUAL GENERAL MEETING,78.0,1.7000000000000028,2.2280471821756263,76.3,2,156.0,-,93.95,19.95,78.0,https://static.nseindia.com/sparklines/today/preOpen_BEDMUTHAEQN.jpg
ORIENTHOT,ORIENTHOTEQN, ANNUAL GENERAL MEETING,53.4,1.1499999999999986,2.2009569377990403,52.25,1588,84799.2,-,62.0,21.65,53.4,https://static.nseindia.com/sparklines/today/preOpen_ORIENTHOTEQN.jpg
VICEROY,VICEROYBZN,,4.65,0.10000000000000053,2.19780219780221,4.55,1,4.65,-,6.9,1.85,4.65,-
CHEMFAB,CHEMFABEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.25 PER SHARE,197.0,4.199999999999989,2.178423236514517,192.8,15,2955.0,-,239.0,115.0,197.0,https://static.nseindia.com/sparklines/today/preOpen_CHEMFABEQN.jpg
VIKASPROP,VIKASPROPBEN,,2.35,0.050000000000000266,2.1739130434782727,2.3,9940,23359.0,-,3.3,1.5,2.35,-
SBC,SBCBEN,,150.0,3.1500000000000057,2.1450459652706884,146.85,3304,495600.0,-,208.55,65.05,150.0,-
NSIL,NSILEQN, ANNUAL GENERAL MEETING,1695.0,35.299999999999955,2.126890401879855,1659.7,6,10170.0,-,2166.65,947.0,1695.0,https://static.nseindia.com/sparklines/today/preOpen_NSILEQN.jpg
LOVABLE,LOVABLEBEN,,150.9,3.0999999999999943,2.0974289580514167,147.8,20,3018.0,-,215.8,79.45,150.9,-
SUPERSPIN,SUPERSPINBEN,,14.8,0.3000000000000007,2.0689655172413843,14.5,31,458.8,-,19.95,4.05,14.8,-
JMA,JMAEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,74.65,1.5,2.0505809979494187,73.15,27,2015.55,-,93.8,29.3,74.65,https://static.nseindia.com/sparklines/today/preOpen_JMAEQN.jpg
JBFIND,JBFINDBEN,,17.45,0.34999999999999787,2.0467836257309817,17.1,1,17.45,-,50.3,9.65,17.45,https://static.nseindia.com/sparklines/today/preOpen_JBFINDBEN.jpg
JETFREIGHT,JETFREIGHTEQN,,72.5,1.4500000000000028,2.0408163265306163,71.05,55,3987.5,-,94.3,44.4,72.5,-
INTLCONV,INTLCONVEQN,,72.6,1.4499999999999886,2.037947997189021,71.15,1085,78771.0,-,102.45,57.85,72.6,-
DAMODARIND,DAMODARINDEQN, ANNUAL GENERAL MEETING,65.1,1.2999999999999972,2.03761755485893,63.8,2,130.2,-,78.6,21.1,65.1,https://static.nseindia.com/sparklines/today/preOpen_DAMODARINDEQN.jpg
TARAPUR,TARAPURBEN,,5.05,0.09999999999999964,2.0202020202020132,4.95,8,40.4,-,7.8,2.75,5.05,-
OSWALAGRO,OSWALAGROEQN, ANNUAL GENERAL MEETING,30.4,0.5999999999999979,2.0134228187919394,29.8,13,395.2,-,45.5,8.2,30.4,https://static.nseindia.com/sparklines/today/preOpen_OSWALAGROEQN.jpg
GANGAFORGE,GANGAFORGEEQN, ANNUAL GENERAL MEETING,17.85,0.3500000000000014,2.000000000000008,17.5,5075,90588.75,-,25.0,9.7,17.85,-
MANAKSTEEL,MANAKSTEELEQN, ANNUAL GENERAL MEETING,40.8,0.7999999999999972,1.9999999999999927,40.0,24,979.2,-,54.6,18.75,40.8,https://static.nseindia.com/sparklines/today/preOpen_MANAKSTEELEQN.jpg
AGROPHOS,AGROPHOSEQN, ANNUAL GENERAL MEETING,23.3,0.4499999999999993,1.9693654266958391,22.85,45,1048.5,-,34.3,10.45,23.3,https://static.nseindia.com/sparklines/today/preOpen_AGROPHOSEQN.jpg
CTE,CTEBEN,,70.05,1.3499999999999943,1.9650655021833978,68.7,200,14010.0,-,117.4,24.65,70.05,-
DHARSUGAR,DHARSUGARBEN,,18.4,0.34999999999999787,1.9390581717451405,18.05,10,184.0,-,35.75,5.4,18.4,-
AAREYDRUGS,AAREYDRUGSEQN, ANNUAL GENERAL MEETING,45.4,0.8500000000000014,1.9079685746352448,44.55,2100,95340.0,-,64.35,31.15,45.4,-
PTL,PTLEQN, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 2/- PER SHARE TO RE 1/- PER SHARE,32.1,0.6000000000000014,1.9047619047619095,31.5,3240,104004.0,-,40.4,17.78,32.1,https://static.nseindia.com/sparklines/today/preOpen_PTLEQN.jpg
GRPLTD,GRPLTDEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2.50 PER SHARE,1293.45,24.0,1.890582535743826,1269.45,46,59498.7,-,1593.8,775.6,1293.45,https://static.nseindia.com/sparklines/today/preOpen_GRPLTDEQN.jpg
BANARISUG,BANARISUGEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 10 PER SHARE,2584.0,46.65000000000009,1.838532327034114,2537.35,1,2584.0,-,3048.7,1505.0,2584.0,https://static.nseindia.com/sparklines/today/preOpen_BANARISUGEQN.jpg
HESTERBIO,HESTERBIOEQN, DIVIDEND - RS 10 PER SHARE,2353.55,42.40000000000009,1.8345845142028898,2311.15,76,178869.8,-,3134.0,1651.0,2353.55,https://static.nseindia.com/sparklines/today/preOpen_HESTERBIOEQN.jpg
STEELCITY,STEELCITYEQN,INTEREST DIVIDEND - RE 1 PER SHARE,69.5,1.25,1.8315018315018317,68.25,14107,980436.5,-,98.7,31.1,69.5,https://static.nseindia.com/sparklines/today/preOpen_STEELCITYEQN.jpg
JKTYRE,JKTYREEQN, DIVIDEND - RS 2 PER SH,119.8,2.1499999999999915,1.8274543136421517,117.65,2439,292192.2,-,171.7,98.9,119.8,https://static.nseindia.com/sparklines/today/preOpen_JKTYREEQN.jpg
VIPCLOTHNG,VIPCLOTHNGBEN,,25.2,0.4499999999999993,1.8181818181818152,24.75,44,1108.8,-,31.4,11.6,25.2,-
WEIZMANIND,WEIZMANINDEQN, BUYBACK,76.0,1.2999999999999972,1.7402945113788446,74.7,430,32680.0,-,93.95,37.15,76.0,https://static.nseindia.com/sparklines/today/preOpen_WEIZMANINDEQN.jpg
UMANGDAIRY,UMANGDAIRYEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.50 PER SHARE,73.95,1.25,1.71939477303989,72.7,6,443.7,-,100.0,48.85,73.95,https://static.nseindia.com/sparklines/today/preOpen_UMANGDAIRYEQN.jpg
SMCGLOBAL,SMCGLOBALEQN, INTERIM DIVIDEND - RS 1.20 PER SHARE,77.45,1.2999999999999972,1.7071569271175275,76.15,1314,101769.3,-,109.0,65.8,77.45,https://static.nseindia.com/sparklines/today/preOpen_SMCGLOBALEQN.jpg
COUNCODOS,COUNCODOSBEN,,6.0,0.09999999999999964,1.6949152542372818,5.9,256,1536.0,-,8.55,1.85,6.0,-
KOKUYOCMLN,KOKUYOCMLNEQN, ANNUAL GENERAL MEETING,63.5,1.0499999999999972,1.6813450760608442,62.45,154,9779.0,-,79.9,52.0,63.5,https://static.nseindia.com/sparklines/today/preOpen_KOKUYOCMLNEQN.jpg
DAAWAT,DAAWATEQN,INTERIM DIVIDEND - RS 0.50 PER SHARE,67.45,1.1000000000000085,1.657874905802575,66.35,6216,419269.2,-,90.5,48.75,67.45,https://static.nseindia.com/sparklines/today/preOpen_DAAWATEQN.jpg
DUCON,DUCONBEN,,21.7,0.34999999999999787,1.639344262295072,21.35,210,4557.0,-,31.3,5.4,21.7,-
SOLARA,SOLARAEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,748.0,12.0,1.6304347826086956,736.0,5318,3977864.0,-,1859.95,606.0,748.0,https://static.nseindia.com/sparklines/today/preOpen_SOLARAEQN.jpg
CREDITACC,CREDITACCEQN, ANNUAL GENERAL MEETING,744.0,11.700000000000045,1.59770585825482,732.3,1013,753672.0,-,808.4,494.7,744.0,https://static.nseindia.com/sparklines/today/preOpen_CREDITACCEQN.jpg
CELEBRITY,CELEBRITYBEN,,15.9,0.25,1.5974440894568689,15.65,1,15.9,-,22.15,5.0,15.9,-
SASTASUNDR,SASTASUNDREQN, ANNUAL GENERAL MEETING,434.0,6.800000000000011,1.591760299625471,427.2,67,29078.0,-,580.0,109.0,434.0,https://static.nseindia.com/sparklines/today/preOpen_SASTASUNDREQN.jpg
SUPRAJIT,SUPRAJITEQN,INTERIM DIVIDEND - RS 0.90 PER SHARE,336.25,5.25,1.5861027190332326,331.0,2372,797585.0,-,474.9,241.6,336.25,https://static.nseindia.com/sparklines/today/preOpen_SUPRAJITEQN.jpg
GREENPOWER,GREENPOWERBEN,,12.95,0.1999999999999993,1.5686274509803866,12.75,727962,9427107.9,-,28.45,1.8,12.95,-
DCMNVL,DCMNVLEQN, ANNUAL GENERAL MEETING,272.0,4.199999999999989,1.5683345780433116,267.8,50,13600.0,-,386.1,64.3,272.0,https://static.nseindia.com/sparklines/today/preOpen_DCMNVLEQN.jpg
PRAKASHSTL,PRAKASHSTLEQN, ANNUAL GENERAL MEETING,6.7,0.10000000000000053,1.5151515151515234,6.6,342789,2296686.3,-,9.75,0.7,6.7,https://static.nseindia.com/sparklines/today/preOpen_PRAKASHSTLEQN.jpg
CHEMBOND,CHEMBONDEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2.25 PER SHARE,194.6,2.9000000000000057,1.5127803860198257,191.7,79,15373.4,-,287.3,173.5,194.6,https://static.nseindia.com/sparklines/today/preOpen_CHEMBONDEQN.jpg
SPMLINFRA,SPMLINFRABEN,,53.9,0.7999999999999972,1.5065913370998063,53.1,2,107.8,-,64.0,8.05,53.9,-
MMFL,MMFLEQN, ANNUAL GENERAL MEETING,767.35,11.350000000000023,1.5013227513227543,756.0,7,5371.45,-,955.0,433.45,767.35,https://static.nseindia.com/sparklines/today/preOpen_MMFLEQN.jpg
3IINFOLTD,3IINFOLTDEQN, ANNUAL GENERAL MEETING,61.6,0.8999999999999986,1.4827018121911013,60.7,3381,208269.6,-,119.3,29.55,61.6,-
MUTHOOTCAP,MUTHOOTCAPEQN, BONUS 1:10,313.95,4.550000000000011,1.4705882352941215,309.4,1,313.95,-,496.0,306.0,313.95,https://static.nseindia.com/sparklines/today/preOpen_MUTHOOTCAPEQN.jpg
CONSOFINVT,CONSOFINVTEQN, ANNUAL GENERAL MEETING,210.0,3.0,1.4492753623188406,207.0,96,20160.0,-,242.0,36.4,210.0,https://static.nseindia.com/sparklines/today/preOpen_CONSOFINVTEQN.jpg
GPTINFRA,GPTINFRAEQN,INTERIM DIVIDEND - RS 1.50 PER SHARE,81.45,1.1500000000000057,1.4321295143213022,80.3,201,16371.45,-,107.85,34.25,81.45,https://static.nseindia.com/sparklines/today/preOpen_GPTINFRAEQN.jpg
BROOKS,BROOKSEQN, ANNUAL GENERAL MEETING,92.5,1.2999999999999972,1.4254385964912248,91.2,1000,92500.0,-,154.4,49.8,92.5,https://static.nseindia.com/sparklines/today/preOpen_BROOKSEQN.jpg
ORTINLAB,ORTINLABEQN,,28.75,0.3999999999999986,1.4109347442680724,28.35,3000,86250.0,-,52.25,21.4,28.75,https://static.nseindia.com/sparklines/today/preOpen_ORTINLABEQN.jpg
